"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @EnvAm: Day 3 of our Digital Week of Action to save the boreal! Join our Today TWEET STORM to get the attention of @proctergamble and th…",FALSE,0,NA,2021-09-22 17:30:18,FALSE,NA,"1440730184827604999",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lauracdeehan",2,TRUE,FALSE,NA,NA
"Activists blast sanctioned killing of 12 bison in the Grand Canyon https://t.co/MH8OUqT95R",FALSE,1,NA,2021-09-22 17:25:51,FALSE,NA,"1440729065514700804",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Eire353",0,FALSE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 17:20:54,FALSE,NA,"1440727819881893895",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AhmadNelson3",32,TRUE,FALSE,NA,NA
"RT @Noble_Enchanter: Wind turbines kill an estimated 140,000 to 328,000 birds each year in North America alone. They also change the microc…",FALSE,0,NA,2021-09-22 17:18:38,FALSE,NA,"1440727248802177038",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ancient89030915",31,TRUE,FALSE,NA,NA
"@BillyBatesVA @TheAlextrifier @TerryMcAuliffe @HalaAyala @MarkHerringVA @DavidBulova As far as younkin pushes racis… https://t.co/uitz2TJTtP",FALSE,0,"Jacob05172178",2021-09-22 17:14:57,TRUE,"1440725901600165889","1440726321487769607","1374411199425646604","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jacob05172178",0,FALSE,FALSE,NA,NA
"@ACTforAmerica LOL The Great Wall ever built could not even handle the rain! 🙄.  https://t.co/lJErQQa5uE",FALSE,2,"ACTforAmerica",2021-09-22 17:06:41,FALSE,"1440707918412718087","1440724244556484622","168541923","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HeelTwo",0,FALSE,FALSE,NA,NA
"RT @donnydonny: Will taxpayers bear the cost of cleaning up America’s abandoned oil wells? | Fossil fuels | The Guardian https://t.co/BvqQC…",FALSE,0,NA,2021-09-22 17:00:17,FALSE,NA,"1440722630617620487",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MicheleInL_A",1,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 16:58:48,FALSE,NA,"1440722258033405961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HighlandHaps",32,TRUE,FALSE,NA,NA
"RT @CorbieCrow: Q: Will taxpayers bear the cost of cleaning up America’s abandoned oil wells?

A: Yes https://t.co/OQPuCIh9Vr",FALSE,0,NA,2021-09-22 16:57:47,FALSE,NA,"1440722001316888582",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rhonda_harbison",1,TRUE,FALSE,NA,NA
"Q: Will taxpayers bear the cost of cleaning up America’s abandoned oil wells?

A: Yes https://t.co/OQPuCIh9Vr",FALSE,2,NA,2021-09-22 16:51:25,FALSE,NA,"1440720400405516297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CorbieCrow",1,FALSE,FALSE,NA,NA
"RT @patrickwintour: ""The future Australian navy is being built to fit into America’s strategic shift to counter China, in an East Asian env…",FALSE,0,NA,2021-09-22 16:46:08,FALSE,NA,"1440719070798626826",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChrisNahr",17,TRUE,FALSE,NA,NA
"John Graves is the #author of 
""Death By Design"" #thriller
""Broken Wing - Birds, Blades and Broken Promises""… https://t.co/2cATWjSOi9",FALSE,1,NA,2021-09-22 16:45:08,TRUE,NA,"1440718818326630402",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","IAN_AuthorPromo",0,FALSE,FALSE,NA,NA
"RT @PhaedraXTeddy: Secretary  of Interior Deb Haaland/ JoeBIDEN did it 🔽

Trophyhunting in national parks 

Deb checked ALL the right boxes…",FALSE,0,NA,2021-09-22 16:43:49,FALSE,NA,"1440718488188776455",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bozzo1931",14,TRUE,FALSE,NA,NA
"@Revanaught1 @orangutanagram It's not that people miss those specific buildings, it's that America's awful urbaniza… https://t.co/2vfMwRAYFH",FALSE,1,"Revanaught1",2021-09-22 16:39:38,TRUE,"1440505623045541888","1440717437138210832","1074110046773104640","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JoeBidenBurgerF",0,FALSE,FALSE,NA,NA
"It’s time to face the facts and end the country’s self-deception about its paltry climate change efforts. For Ameri… https://t.co/we75fakyz6",FALSE,0,NA,2021-09-22 16:37:31,TRUE,NA,"1440716901496147980",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","davidjbain",0,FALSE,FALSE,NA,NA
"RT @mcspocky: The science is unequivocal, extensively acknowledged and widely supported. Climate change is the defining crisis of our time.…",FALSE,0,NA,2021-09-22 16:36:17,FALSE,NA,"1440716592233398275",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PSchnabel",44,TRUE,FALSE,NA,NA
"Will taxpayers bear the cost of cleaning up America’s abandoned oil wells? https://t.co/T7nENw3UIy",FALSE,0,NA,2021-09-22 16:30:22,FALSE,NA,"1440715101942652932",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MilhommeO",0,FALSE,FALSE,NA,NA
"RT @mcspocky: The science is unequivocal, extensively acknowledged and widely supported. Climate change is the defining crisis of our time.…",FALSE,0,NA,2021-09-22 16:27:28,FALSE,NA,"1440714373383655425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FeistyLibLady",44,TRUE,FALSE,NA,NA
"RT @allentien: Hey kids. I'm in my 60s. You've never lived in an America when wealthy paid their fair share. I have. We led:
- schools and…",FALSE,0,NA,2021-09-22 16:24:56,FALSE,NA,"1440713737648836611",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kris_at_dawn",3,TRUE,FALSE,NA,NA
"RT @SafetyPinDaily: Will taxpayers bear the cost of cleaning up America's abandoned oil wells? | Via Guardian https://t.co/gghfL9kCfg",FALSE,0,NA,2021-09-22 16:24:13,FALSE,NA,"1440713557415317513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PMC_Sunshine",2,TRUE,FALSE,NA,NA
"TuSimple Chief Administrative and Legal Officer Jim Mullen will present “Navigating the Regulatory Environment for… https://t.co/58pINiFFoz",FALSE,1,NA,2021-09-22 16:22:23,TRUE,NA,"1440713095555416079",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TuSimpleAI",0,FALSE,FALSE,NA,NA
"RT @EnvAm: Day 3 of our Digital Week of Action to save the boreal! Join our Today TWEET STORM to get the attention of @proctergamble and th…",FALSE,0,NA,2021-09-22 16:21:33,FALSE,NA,"1440712885705973770",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","elvondrake",2,TRUE,FALSE,NA,NA
"RT @MartyIrby: Activists blast sanctioned killing of 400 bison in the Grand Canyon | TheHill https://t.co/zmXgVwoq7W",FALSE,0,NA,2021-09-22 16:21:13,FALSE,NA,"1440712802553905160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carolinehenry65",62,TRUE,FALSE,NA,NA
"Day 3 of our Digital Week of Action to save the boreal! Join our Today TWEET STORM to get the attention of… https://t.co/5EsTVlAjMm",FALSE,3,NA,2021-09-22 16:20:00,TRUE,NA,"1440712493396119556",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EnvAm",2,FALSE,FALSE,NA,NA
"RT @SafetyPinDaily: Will taxpayers bear the cost of cleaning up America's abandoned oil wells? | Via Guardian https://t.co/gghfL9kCfg",FALSE,0,NA,2021-09-22 16:18:11,FALSE,NA,"1440712037831565316",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","politicalchicky",2,TRUE,FALSE,NA,NA
"RIP. It's sad to think we probably won't see moderate, productive GOP legislators like Boehlert again in America. |… https://t.co/HwZSVI4mdb",FALSE,3,NA,2021-09-22 16:17:03,TRUE,NA,"1440711752455360521",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","pk500",0,FALSE,FALSE,NA,NA
"Will taxpayers bear the cost of cleaning up America's abandoned oil wells? | Via Guardian https://t.co/gghfL9kCfg",FALSE,3,NA,2021-09-22 16:15:13,FALSE,NA,"1440711290742185998",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SafetyPinDaily",2,FALSE,FALSE,NA,NA
"Why do financial institutions have state sponsored and financially motivated attacks? That's where the money is. Le… https://t.co/u2Eioi0FnG",FALSE,0,NA,2021-09-22 16:13:37,TRUE,NA,"1440710890181914635",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","kelliaker1",0,FALSE,FALSE,NA,NA
"RT @PhaedraXTeddy: Secretary  of Interior Deb Haaland/ JoeBIDEN did it 🔽

Trophyhunting in national parks 

Deb checked ALL the right boxes…",FALSE,0,NA,2021-09-22 16:12:29,FALSE,NA,"1440710603824250885",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pgrs77",14,TRUE,FALSE,NA,NA
"RT @jamesvgingerich: A mysterious illness killing America's songbirds has scientists stumped. (CNet) #Environment https://t.co/uXCV8a9Qy5 h…",FALSE,0,NA,2021-09-22 16:06:55,FALSE,NA,"1440709202255564808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","earthmatrix",3,TRUE,FALSE,NA,NA
"He's giving money away, which proves it should be taxed away from him so the politicians can continue their charade… https://t.co/cuLJLftARr",FALSE,0,NA,2021-09-22 16:02:32,TRUE,NA,"1440708098046390283",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vtechp",0,FALSE,FALSE,NA,NA
"The best way to grow your fruits and vegetables in a safe environment in America is by adopting domestic gardening #GoOrganic",FALSE,0,NA,2021-09-22 16:02:23,FALSE,NA,"1440708060381544467",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jennifersimonnj",0,FALSE,FALSE,NA,NA
"Home gardening makes us more self-aware of the environment so we can fight the climate crisis in America #Gardening #GoGreen",FALSE,1,NA,2021-09-22 15:59:00,FALSE,NA,"1440707208904278026",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_WardMaria",0,FALSE,FALSE,NA,NA
"Now to reverse all the destructive/malicious/corrupt actions TOG took against America. .https://t.co/fMcSHO8BKg via @MotherJones",FALSE,2,NA,2021-09-22 15:49:54,FALSE,NA,"1440704920861098003",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","InhellJourney",0,FALSE,FALSE,NA,NA
"RT @jamesvgingerich: A mysterious illness killing America's songbirds has scientists stumped. (CNet) #Environment https://t.co/uXCV8a9Qy5 h…",FALSE,0,NA,2021-09-22 15:46:59,FALSE,NA,"1440704185746399247",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EdizBlues",3,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:43:41,FALSE,NA,"1440703355907555331",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","loriadams66",32,TRUE,FALSE,NA,NA
"@SFRCdems @SenatorMenendez !!
!
Asking Senators Of America! 
To SUPPORT ENVIRONMENT ATTORNEYS, How To Save America… https://t.co/xetnon83QQ",FALSE,0,"SFRCdems",2021-09-22 15:43:04,TRUE,"1440676217372381193","1440703201053855754","1363974283156946948","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SelfContainers",0,FALSE,FALSE,NA,NA
"RT @guardian: Will taxpayers bear the cost of cleaning up America’s abandoned oil wells? https://t.co/h1CpGE3lPY",FALSE,0,NA,2021-09-22 15:42:33,FALSE,NA,"1440703068748738562",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FirstArai",21,TRUE,FALSE,NA,NA
"RT @VWnews: The Volkswagen Group of America Innovation and Engineering Center California recently worked with 30 students at @academy_of_Ar…",FALSE,0,NA,2021-09-22 15:37:18,FALSE,NA,"1440701746775396361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heterosapiens_",1,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:30:22,FALSE,NA,"1440700002179772434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Victor_Cass",32,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:30:20,FALSE,NA,"1440699996081328139",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Porgybait",32,TRUE,FALSE,NA,NA
"The Karvan #Education Center's previous location was dark &amp; ill-equipped. With Spirit of America's support, 100's o… https://t.co/ecwF7bdNow",FALSE,0,"SpiritAmerica",2021-09-22 15:29:06,TRUE,"1440684063170252814","1440699686927491087","75363481","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SpiritAmerica",0,FALSE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:27:10,FALSE,NA,"1440699198249132037",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LKhizi",32,TRUE,FALSE,NA,NA
"Will taxpayers bear the cost of cleaning up America’s abandoned oil wells? | Fossil fuels | The Guardian https://t.co/BvqQCdg8xD",FALSE,0,NA,2021-09-22 15:26:28,FALSE,NA,"1440699023304769536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","donnydonny",1,FALSE,FALSE,NA,NA
"RT @Watchdogsniffer: Will taxpayers bear the cost of cleaning up America’s abandoned oil wells? https://t.co/ue3f3mtC2F",FALSE,0,NA,2021-09-22 15:26:23,FALSE,NA,"1440699002987573251",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cheezwitham",1,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:24:43,FALSE,NA,"1440698582349148162",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Annette_mont",32,TRUE,FALSE,NA,NA
"A DEEPER LOOK: #NoOneUnscripted explains the history &amp; tradition around which America’s current political environme… https://t.co/AC8Bad8Xbo",FALSE,1,NA,2021-09-22 15:24:26,TRUE,NA,"1440698508827238401",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NoOneUnscripted",0,FALSE,FALSE,NA,NA
"Brazil's Jair Bolsonaro Remains Defiant On COVID-19 And The Environment At The U.N. - NPR. ⁦@CNNPolitics⁩ ⁦@VP⁩ ⁦… https://t.co/LD20gR0Bj9",FALSE,0,NA,2021-09-22 15:21:43,TRUE,NA,"1440697826128719872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rebelangel44",0,FALSE,FALSE,NA,NA
"🚜🌾The agriculture sector is the most dangerous in America, and fall harvest time is the busiest season of the year.… https://t.co/p9bwrHGlTu",FALSE,1,NA,2021-09-22 15:20:00,TRUE,NA,"1440697395629547527",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AgencyWestern",1,FALSE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:14:13,FALSE,NA,"1440695940692672517",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marisastio",32,TRUE,FALSE,NA,NA
"https://t.co/BHorIg9w1n https://t.co/lQv0zeBFGu",FALSE,0,NA,2021-09-22 15:14:10,FALSE,NA,"1440695926373306380",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","digitalwater888",0,FALSE,FALSE,NA,NA
"RT @PhaedraXTeddy: Secretary  of Interior Deb Haaland/ JoeBIDEN did it 🔽

Trophyhunting in national parks 

Deb checked ALL the right boxes…",FALSE,0,NA,2021-09-22 15:14:01,FALSE,NA,"1440695889681543172",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PhaedraXTeddy",14,TRUE,FALSE,NA,NA
"https://t.co/Ft5mz93Yno",FALSE,0,NA,2021-09-22 15:13:33,FALSE,NA,"1440695771104378881",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","digitalwater888",0,FALSE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:12:24,FALSE,NA,"1440695481819025412",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MENDIHOTZA_FBPE",32,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:10:57,FALSE,NA,"1440695116256079875",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoseBosque14",32,TRUE,FALSE,NA,NA
"#republicans, #independents, #POTUS, #america, #politico, #environment, #vote, #legislation, #USA, #congress, #news… https://t.co/lGM0sHzlA7",FALSE,0,"VoteOurVoice",2021-09-22 15:09:37,TRUE,"1440694663250202632","1440694781902946321","913172731671252992","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VoteOurVoice",0,FALSE,FALSE,NA,NA
"RT @palazzo214: @staceyabrams @HeatherThomasAF America is fighting 2 wars on combating covid19: 

- bio war on novel coronavirus itself wit…",FALSE,0,NA,2021-09-22 15:08:29,FALSE,NA,"1440694495733977109",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kc_boyer",3,TRUE,FALSE,NA,NA
"Will taxpayers bear the cost of cleaning up America’s abandoned oil wells? https://t.co/ue3f3mtC2F",FALSE,0,NA,2021-09-22 15:07:55,FALSE,NA,"1440694352313946123",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Watchdogsniffer",1,FALSE,FALSE,NA,NA
"RT @jamesvgingerich: A mysterious illness killing America's songbirds has scientists stumped. (CNet) #Environment https://t.co/uXCV8a9Qy5 h…",FALSE,0,NA,2021-09-22 15:07:13,FALSE,NA,"1440694179634446358",NA,"<a href=""http://clarestrand.co.uk"" rel=""nofollow"">Stump Bot</a>","stump_bot",3,TRUE,FALSE,NA,NA
"A mysterious illness killing America's songbirds has scientists stumped. (CNet) #Environment https://t.co/uXCV8a9Qy5 https://t.co/CeJt70PVdc",FALSE,3,NA,2021-09-22 15:06:35,FALSE,NA,"1440694020435370003",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","jamesvgingerich",3,FALSE,FALSE,NA,NA
"#RateMyPolitician, #democracynow, #USPolitics, #republicans, #independents, #POTUS, #america, #politico,… https://t.co/7K4GXgwoI6",FALSE,0,"VoteOurVoice",2021-09-22 15:05:17,TRUE,"1440693575071662080","1440693690893176847","913172731671252992","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VoteOurVoice",0,FALSE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:03:32,FALSE,NA,"1440693252680683534",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cmarinucci",32,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 15:02:12,FALSE,NA,"1440692914011529219",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ngallaf1",32,TRUE,FALSE,NA,NA
"Jeff Bezos is pledging $1 billion to the Earth.
The goal is by 2030 to protect 30 percent of the Earth’s land and s… https://t.co/rQN3Nls06e",FALSE,0,NA,2021-09-22 15:01:15,TRUE,NA,"1440692674437148676",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","DesignResearch",0,FALSE,FALSE,NA,NA
"#RateMyPolitician, #democracynow, #USPolitics, #republicans, #independents, #POTUS, #america, #politico,… https://t.co/dzZlygjfEY",FALSE,0,"VoteOurVoice",2021-09-22 15:00:31,TRUE,"1440692363429515282","1440692491343122442","913172731671252992","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VoteOurVoice",0,FALSE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 14:59:49,FALSE,NA,"1440692314737819661",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","egbaks",32,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 14:59:21,FALSE,NA,"1440692197662203926",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","podcast_kitchen",32,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 14:58:08,FALSE,NA,"1440691894128812054",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenbjrm_jen",32,TRUE,FALSE,NA,NA
"RT @thehill: Jeff Bezos donates $1 billion to help protect the Earth's land and seas https://t.co/31Q10RlQ72 https://t.co/dxygE6XB8L",FALSE,0,NA,2021-09-22 14:57:09,FALSE,NA,"1440691645377249286",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","r0meo22",32,TRUE,FALSE,NA,NA
"#USPolitics, #republicans, #independents, #POTUS, #america, #politico, #environment, #vote, #legislation, #USA,… https://t.co/qha2LNb33k",FALSE,0,"VoteOurVoice",2021-09-22 14:56:33,TRUE,"1440691377214353431","1440691491605671941","913172731671252992","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VoteOurVoice",0,FALSE,FALSE,NA,NA
